Title,Release Date,Language,Hero,Heroine
Aakashavaani,24-09-2021,Telugu,Samuthirakani,
Killer,10-09-2021,Telugu,,
Death Note,05-07-2021,Telugu,,
Bomma Adirindi Dimma Tirigindi,05-02-2021,Telugu,Shakalaka Shankar,Avanthika Harinalwa
Pachchis,11-06-2021,Telugu,Subhalekha Sudhakar,Swetaa Varma
Gadavani Kaalam,01-03-2021,Telugu,Pawan Ramesh,Anusha Nuthula
Kapata Nataka Sutradhari,12-11-2021,Telugu,Chindulal Boda,
Asalem Jarigindi,22-10-2021,Telugu,Srikanth,Sanchita Padukone
Chitti Babu,15-04-2021,Telugu,,
Ja,30-07-2021,Telugu,,
Ooriki Uttharana,19-11-2021,Telugu,Chakrapani Ananda,Dipali Sharma
Uttama Kali Purushudu,25-03-2021,Telugu,Nanda Kishore,
Emotional Fool,26-03-2021,Telugu,,
Asmee,03-09-2021,Telugu,,
Point Blank,03-10-2021,Telugu,,
Nuvvante Pichhe,14-05-2021,Telugu,,
Children of WONDERS : The Struggle of Fareeda,20-08-2021,Telugu,Jafar Ahammad Shaik,
DVA,07-08-2021,Telugu,,
Cab Stories,28-05-2021,Telugu,Vajja Venkata Giridhar,Sirisha Hanumanth
The Ghost Resort,20-01-2021,Telugu,,
Gulte Gang,11-04-2021,Telugu,,
Clue: A Love Thriller,24-09-2021,Telugu,Vijay Kumar,
Musica of Hiem,26-06-2021,Telugu,,
Radha Krishna,05-02-2021,Telugu,Sampoornesh Babu,Musskan Sethi
Under the Garden,13-01-2021,Telugu,,
Gramam,13-01-2021,Telugu,Bharathkanth,
Atma Vasikaranam,07-05-2021,Telugu,,
Bazaar Rowdy,20-08-2021,Telugu,,
Poles Apart,04-04-2021,Telugu,,
RRR,24-03-2022,Telugu,N.T. Rama Rao Jr.,Olivia Morris
Sita Ramam,05-08-2022,Telugu,Dulquer Salmaan,Mrunal Thakur
Yashoda,11-11-2022,Telugu,Unni Mukundan,Samantha Ruth Prabhu
Major,03-06-2022,Telugu,Adivi Sesh,Saiee Manjrekar
Acharya,29-04-2022,Telugu,Chiranjeevi,Pooja Hegde
Liger,25-08-2022,Telugu,Vijay Deverakonda,Ananya Panday
Radhe Shyam,10-03-2022,Telugu,Prabhas,Pooja Hegde
The Ghost,05-10-2022,Telugu,Nagarjuna Akkineni,Sonal Chauhan
Odela Railway Station,26-08-2022,Telugu,Sai Ronak,Hebah Patel
Thank You,21-07-2022,Telugu,Naga Chaitanya Akkineni,Raashii Khanna
Krishna Vrinda Vihari,23-09-2022,Telugu,Naga Shaurya,Shirley Setia
Sasanasabha,16-12-2022,Telugu,Indrasena,Aishwarya Raj Bhakuni
Swathi Muthyam,05-10-2022,Telugu,Bellamkonda Ganesh,Varsha Bollamma
Ante... Sundaraniki!,10-06-2022,Telugu,Nani,Nazriya Nazim Fahadh
Masooda,18-11-2022,Telugu,Thiruveer Reddy,Sangeetha Krish
Dhamaka,23-12-2022,Telugu,Ravi Teja,Sreeleela
DJ Tillu,11-02-2022,Telugu,Siddhu Jonnalagadda,Neha Shetty
Sarkaru Vaari Paata,11-05-2022,Telugu,Mahesh Babu,Keerthy Suresh
HIT: The 2nd Case,02-12-2022,Telugu,Adivi Sesh,Meenakshi Chaudhary
Ammu,19-10-2022,Telugu,Naveen Chandra,Aishwarya Lekshmi
The Warriorr,14-07-2022,Telugu,Ram Pothineni,Krithi Shetty
Ramarao On Duty,29-07-2022,Telugu,Ravi Teja,Divyansha Kaushik
Bangarraju,14-01-2022,Telugu,Nagarjuna Akkineni,Ramya Krishnan
Ranga Ranga Vaibhavanga,02-09-2022,Telugu,Panja Vaisshnav Tej,Ketika Sharma
F3: Fun and Frustration,27-05-2022,Telugu,Venkatesh,Tamannaah Bhatia
Cheppalani Undhi,09-12-2022,Telugu,Satya,Stefy Patel
Good Luck Sakhi,28-01-2022,Telugu,Aadhi Pinisetty,Keerthy Suresh
Karthikeya 2,13-08-2022,Telugu,Nikhil Siddhartha,Anupama Parameswaran
GodFather,05-10-2022,Telugu,Chiranjeevi,Nayanthara
Urvasivo Rakshasivo,04-11-2022,Telugu,Allu Sirish,Anu Emmanuel
Ghani,07-04-2022,Telugu,Varun Tej,Saiee Manjrekar
Rowdy Boys,13-01-2022,Telugu,Ashish Reddy,Anupama Parameswaran
Bheemla Nayak,25-02-2022,Telugu,Pawan Kalyan,Nithya Menen
18 Pages,23-12-2022,Telugu,Nikhil Siddhartha,Anupama Parameswaran
Bimbisara,05-08-2022,Telugu,Kalyan Ram,Catherine Tresa
Ginna,21-10-2022,Telugu,Vishnu Manchu,Payal Rajput
Viraata Parvam,17-06-2022,Telugu,Rana Daggubati,Sai Pallavi
Saakini Daakini,16-09-2022,Telugu,RJ Hemant,Regina Cassandra
Highway,19-08-2022,Telugu,Anand Deverakonda,Manasa Radhakrishnan
Khiladi,11-02-2022,Telugu,Ravi Teja,Meenakshi Chaudhary
Bhamakalapam,11-02-2022,Telugu,John Vijay,Priyamani
Itlu Maredumilli Prajaneekam,25-11-2022,Telugu,Allari Naresh,Anandhi
Alluri,23-09-2022,Telugu,Sree Vishnu,Kayadu Lohar
Macherla Niyojakavargam,12-08-2022,Telugu,Nithiin,Krithi Shetty
Panchathantram,09-12-2022,Telugu,Brahmanandam,Swathi Reddy
Leharaayi,09-12-2022,Telugu,Ranjith Sommi,Sowmya Menon
Godse,17-06-2022,Telugu,Satyadev Kancharana,Aishwarya Lekshmi
Jetty,28-10-2022,Telugu,Maanyam Krishnaa,Nandita Swetha
Son of India,18-02-2022,Telugu,Mohan Babu,Pragya Jaiswal
Mukhachitram,09-12-2022,Telugu,Vikas Vashishta,Priya Vadlamani
Ori Devuda..!,21-10-2022,Telugu,Vishwak Sen,Mithila Palkar
#69 Samskar Colony,18-03-2022,Telugu,Ajay,Ester Noronha
Repeat,01-12-2022,Telugu,Naveen Chandra,Smruthi Venkat
Ashoka Vanamlo Arjuna Kalyanam,06-05-2022,Telugu,Vishwak Sen,Rukshar Dhillon
Chor Bazaar,24-06-2022,Telugu,Akash Puri,Gehna Sippy
Mangalyam,08-08-2022,Telugu,Nutan Naidu,
Mishan Impossible,01-04-2022,Telugu,Harsh Roshan,Taapsee Pannu
Hero,15-01-2022,Telugu,Ashok Galla,Nidhhi Agerwal
Bujji... Ila Raa,02-09-2022,Telugu,Sunil Varma,Chandhini Tamilarasan
First Day First Show,01-09-2022,Telugu,Srikanth Reddy,Sanchita Bashu
Induvadana,01-01-2022,Telugu,Varun Sandesh,Farnaz Shetty
Crazy Fellow,14-10-2022,Telugu,Aadi Saikumar,Digangana Suryavanshi
Tees Maar Khan,19-08-2022,Telugu,Aadi Saikumar,Payal Rajput
Wanted PanduGod,19-08-2022,Telugu,Sunil Varma,Anasuya Bharadwaj
Bloody Mary,15-04-2022,Telugu,Kireeti Damaraju,Nivetha Pethuraj
Anukoni Prayanam,28-10-2022,Telugu,Rajendra Prasad,Tulasi
Korameenu,30-12-2022,Telugu,Shatru,Kishori Dhatrak
Sivudu,21-12-2022,Telugu,Aadhi Pinisetty,Nikki Galrani
Aadavaallu Meeku Johaarlu,04-03-2022,Telugu,Sharwanand,Rashmika Mandanna
Dongalunnaru Jagratha,23-09-2022,Telugu,Sri Simha,Preethi Asrani
Ranasthali,26-11-2022,Telugu,Neela Madhava Dharma,Ammu Abhirami
Gandharwa,08-07-2022,Telugu,Sandeep Madhav,Gayathri Suresh
Black,28-05-2022,Telugu,Aadi Saikumar,Darshana Banik
Aa Ammayi Gurinchi Meeku Cheppali,16-09-2022,Telugu,Sudheer Babu,Krithi Shetty
Kalapuram,26-08-2022,Telugu,Satyam Rajesh,
Pakka Commercial,01-07-2022,Telugu,Gopichand,Raashii Khanna
Kotha Kothaga,09-09-2022,Telugu,Pavan Tej Konidela,Lavanya Reddy
10th Class Diaries,01-07-2022,Telugu,Srikanth,Avika Gor
Malli Modalaindi,11-02-2022,Telugu,Sumanth,Naina Ganguly
Geetha,14-10-2022,Telugu,Ram Karthik,Hebah Patel
Seetharamapuramlo,18-11-2022,Telugu,Ranadheer Beesu,Nandini Yellareddi
Happy Birthday,08-07-2022,Telugu,Satya,Lavanya Tripathi
Lucky Lakshman,30-12-2022,Telugu,Devi Prasad,Mokksha
Bomma Blockbuster,04-11-2022,Telugu,Nandu Vijay Krishna,Rashmi Gautham
Iravatham,06-05-2022,Telugu,Raja Ravindra,Tanvi Negi
Butterfly,29-12-2022,Telugu,Nihal Kodhaty,Anupama Parameswaran
Uniki,28-01-2022,Telugu,Ashish Gandhi,Chitra Shukla
Gurtunda Seetakalam,09-12-2022,Telugu,Satyadev Kancharana,Tamannaah Bhatia
Sebastian P.C. 524,04-03-2022,Telugu,Kiran Abbavaram,Nuveksha
PORTRAIT.,12-07-2022,Telugu,Y. Nithin,
Like Share & Subscribe,04-11-2022,Telugu,Santosh Shoban,Faria Abdullah
Chittam Maharani,30-06-2022,Telugu,Yazurved Gurram,Rachana Inder
Sheelavathi,27-05-2022,Telugu,,
Gangster Gangaraju,24-06-2022,Telugu,Charandeep,Vedieka Dutt
Atithi Devobhava,07-01-2022,Telugu,Aadi Saikumar,Nuveksha
Sammathame,24-06-2022,Telugu,Kiran Abbavaram,Chandini Chowdary
Balamevvadu,01-10-2022,Telugu,Babloo Prithiveeraj,Suhasini Maniratnam
Neetho,14-10-2022,Telugu,Aberaam Varma,Saathvika Raj
Thaggedhe Le,04-11-2022,Telugu,Naveen Chandra,Divya Pillai
The American Dream,14-01-2022,Telugu,Prince Cecil,Neha Krishna
Shekar,20-05-2022,Telugu,Dr. Rajasekhar,Athmeeya Rajan
Jayamma Panchayathi,06-05-2022,Telugu,Devi Prasad,Suma Kanakala
Super Machi,14-01-2022,Telugu,Kalyaan Dhev,Rachita Ram
Kerosene,17-06-2022,Telugu,Brahmaji,
Stand Up Rahul,18-03-2022,Telugu,Raj Tarun,Varsha Bollamma
Raajahyogam,30-12-2022,Telugu,Sai Ronak,
Nachindi Girl Friendu,11-11-2022,Telugu,Uday Shankar,Jenifer Emmanuel John
Katha Kanchiki Manam Intiki,08-04-2022,Telugu,Thrigun,Pujita Ponnada
Kavisamrat,14-01-2022,Telugu,L. B. Sriram,
One By Two,22-04-2022,Telugu,Sai Kumar,Sri Pallavi
Andaru Bagundali Andulo Nenundali,28-10-2022,Telugu,Ali Basha,Pavitra Lokesh
Darja,22-07-2022,Telugu,Sunil Varma,Anasuya Bharadwaj
Kinnerasani,10-06-2022,Telugu,Kalyaan Dhev,Ann Sheetal
Shikaaru,01-07-2022,Telugu,Kishore,Sai Dhanshika
Gaalodu,18-11-2022,Telugu,Sudigali Sudheer,Gehna Sippy
Pratibimbalu,05-11-2022,Telugu,Nageshwara Rao Akkineni,Jayasudha
Commitment,19-08-2022,Telugu,Amit Kumar Tiwari,Tejaswi Madivada
Kothala Rayudu,04-02-2022,Telugu,Srikanth,Natasha Doshi
Madhi,11-11-2022,Telugu,,Richa Joshi
Pickpocket,03-06-2022,Telugu,Pawan Ramesh,
7 Days 6 Nights,24-06-2022,Telugu,Sumanth Ashwin,
Virgin Story,18-02-2022,Telugu,Vikram Sahidev,Jayasri Rachakonda
Jagamemaya,15-12-2022,Telugu,Babloo Prithiveeraj,Dhanya Balakrishna
Valliddari Madhya,16-12-2022,Telugu,Viraj Ashwin,Neha Krishna
Top Gear,30-12-2022,Telugu,Aadi Saikumar,Riya Suman
Kishore Kumar,02-10-2022,Telugu,,
Nenu Meeku Baaga Kavalsinavaadini,16-09-2022,Telugu,Kiran Abbavaram,Sanjana Anand
Veyi Subhamulu Kalugu Neeku,07-01-2022,Telugu,Satyam Rajesh,Siddhiksha
Aakasha Veedhullo,02-09-2022,Telugu,Srikanth Iyengar,Harshita Gaur
Negative,02-01-2022,Telugu,Dayanand Reddy,Swetaa Varma
Focus,28-10-2022,Telugu,Bhanuchander,Suhasini Maniratnam
Panchatantra Kathalu,29-07-2022,Telugu,Noel Sean,Nandini Rai
SECLUDED,23-06-2022,Telugu,,
Sadha Nannu Nadipe,24-06-2022,Telugu,Nagendra Babu,
Degala Babji,20-05-2022,Telugu,Bandla Ganesh,
Niku Naku Pellanta Tom Tom Tom,18-02-2022,Telugu,Inturi Vasu,Sanjana Anne
Marriage Story,04-04-2022,Telugu,Laxman Meesala,
Nenevaru,02-12-2022,Telugu,Balakrishna Kola,Sakshi Chaudhary
Nenu C/o Nuvvu,30-09-2022,Telugu,Dhanraj Sukhram,Sanya Sinha
Ettulu,11-09-2022,Telugu,Jagadeesh Bandari,
Kondaa,23-06-2022,Telugu,Thrigun,Tulasi
Bhala Thandanana,06-05-2022,Telugu,Sree Vishnu,Catherine Tresa
Nathicharami,18-03-2022,Telugu,Arvind Krishna,Poonam Kaur
Karan Arjun,14-12-2022,Telugu,,
Pellikuturu Party,24-06-2022,Telugu,Prince Cecil,Aneesha Dama
3E,04-02-2022,Telugu,Tribuvan Reddy,Lavanya
Mr. Tharak,04-11-2022,Telugu,Nandamuri Taraka Ratna,
Sehari,11-02-2022,Telugu,Abhinav Gomatam,Simran Choudhary
PM In Hyderabad,02-10-2022,Telugu,Piyush Mishra,
Boyfriend For Hire,14-10-2022,Telugu,Viswant Duddumpudi,Malavika Satheesan
Aasha Encounter,01-01-2022,Telugu,,
Rahasya,09-09-2022,Telugu,S.B. Uddhav,
Srirangapuram,09-09-2022,Telugu,Chitram Seenu,
Vaade Veedu,13-06-2022,Telugu,,
WET,13-04-2022,Telugu,,
Banjara Sangam,01-06-2022,Telugu,,
Her Presence (Essence Of Love),22-02-2022,Telugu,,
Muthayya,09-05-2022,Telugu,,
The Land,15-07-2022,Telugu,,Praneeta Patnaik
Dream Boy,08-07-2022,Telugu,Rocking Rakesh,Hema
Dhrukkonam,25-08-2022,Telugu,Hrushikesh Reddy Vajrala,
Half Stories,07-01-2022,Telugu,,
Palakadu,18-03-2022,Telugu,Aarush B,
Madhan Ramu,21-10-2022,Telugu,Aarush B,
Accomplices,14-10-2022,Telugu,,
Clouds Of August,02-12-2022,Telugu,,
Gully Gang,11-02-2022,Telugu,,
Ikshu,23-09-2022,Telugu,,
Vishwak,18-02-2022,Telugu,Ajay Kumar Kathurvar,
Paga Paga Paga,30-09-2022,Telugu,,
Vindhu Bhojanam,24-06-2022,Telugu,,
Peechu Mittai,13-05-2022,Telugu,,
One Step,03-07-2022,Telugu,,
Uuuggghhh,30-09-2022,Telugu,,
Salaar: Part 1 - Ceasefire,21-12-2023,Telugu,Prabhas,Shruti Haasan
MAD,06-10-2023,Telugu,Sangeeth Shobhan,Sri Gouri Priya Reddy
7:11 PM,07-07-2023,Telugu,Saahas Pagadala,Tess Walsh
Amigos,10-02-2023,Telugu,Kalyan Ram,Ashika Ranganath
Hi Nanna,07-12-2023,Telugu,Nani,Mrunal Thakur
Agent,27-04-2023,Telugu,Akhil Akkineni,Sakshi Vaidya
Virupaksha,20-04-2023,Telugu,Sai Durgha Tej,Samyuktha
Bhagavanth Kesari,19-10-2023,Telugu,Nandamuri Balakrishna,Sreeleela
Dasara,30-03-2023,Telugu,Nani,Keerthy Suresh
Ugram,05-05-2023,Telugu,Allari Naresh,Mirnaa
Balagam,03-03-2023,Telugu,Priyadarshi Pullikonda,Kavya Kalyanram
Waltair Veerayya,13-01-2023,Telugu,Chiranjeevi,Shruti Haasan
Spark,17-11-2023,Telugu,Guru Somasundaram,Mehreen Pirzada
Katha Venuka Katha,12-05-2023,Telugu,Viswant Duddumpudi,Srijitha Ghosh
#MayaLo,15-12-2023,Telugu,Naresh Agastya,Gnaneswari Kandregula
Shaakuntalam,14-04-2023,Telugu,Dev Mohan,Samantha Ruth Prabhu
Gandeevadhari Arjuna,24-08-2023,Telugu,Varun Tej,Sakshi Vaidya
Bhola Shankar,10-08-2023,Telugu,Chiranjeevi,Keerthy Suresh
Kushi,31-08-2023,Telugu,Vijay Deverakonda,Samantha Ruth Prabhu
Devil,29-12-2023,Telugu,Kalyan Ram,Samyuktha
Raakshasa Kaavyam,06-10-2023,Telugu,Abhay Bethiganti,Kushalini Pulapa
Phalana Abbayi Phalana Ammayi,17-03-2023,Telugu,Naga Shaurya,Malavika Nair
Miss. Shetty Mr. Polishetty,07-09-2023,Telugu,Naveen Polishetty,Anushka Shetty
Ravanasura,07-04-2023,Telugu,Ravi Teja,Anu Emmanuel
Tiger Nageswara Rao,20-10-2023,Telugu,Ravi Teja,Gayatri Bhardwaj
Hunt,26-01-2023,Telugu,Sudheer Babu,Mounika Reddy
BRO,27-07-2023,Telugu,Sai Durgha Tej,Ketika Sharma
Skanda,27-09-2023,Telugu,Ram Pothineni,Sreeleela
Ramabanam,05-05-2023,Telugu,Gopichand,Dimple Hayathi
Aadikeshava,23-11-2023,Telugu,Panja Vaisshnav Tej,Sreeleela
Rudrangi,07-07-2023,Telugu,Jagapati Babu,Mamta Mohandas
Veera Simha Reddy,12-01-2023,Telugu,Nandamuri Balakrishna,Varalaxmi Sarathkumar
Spy,29-06-2023,Telugu,Nikhil Siddhartha,Iswarya Menon
Meter,07-04-2023,Telugu,Kiran Abbavaram,Athulya Ravi
Baby,14-07-2023,Telugu,Anand Deverakonda,Vaishnavi Chaitanya
Mangalavaaram,17-11-2023,Telugu,Ravindra Vijay,Payal Rajput
Hidimbha,20-07-2023,Telugu,Ashwin Babu,Nandita Swetha
Bedurulanka 2012,25-08-2023,Telugu,Ajay Ghosh,Neha Shetty
Keedaa Cola,02-11-2023,Telugu,Rag Mayur,
Das Ka Dhamki,22-03-2023,Telugu,Vishwak Sen,Nivetha Pethuraj
HER: Chapter 1,21-07-2023,Telugu,Vikas Vashishta,Ruhani Sharma
Custody,12-05-2023,Telugu,Naga Chaitanya Akkineni,Krithi Shetty
Rangabali,07-07-2023,Telugu,Naga Shaurya,Yukti Thareja
Bubblegum,29-12-2023,Telugu,Harsha Chemudu,Maanasa Chaudhary
Extra Ordinary Man,07-12-2023,Telugu,Nithiin,Sreeleela
Boo,27-05-2023,Telugu,Vishwak Sen,Rakul Preet Singh
Organic Mama Hybrid Alludu,03-03-2023,Telugu,Rajendra Prasad,Mirnalini Ravi
Slum Dog Husband,28-07-2023,Telugu,Muralidhar Goud,Pranavi Manukonda
Pindam,15-12-2023,Telugu,Srikanth,Kushee Ravi
Case 30,24-10-2023,Telugu,,
Manu Charitra,23-06-2023,Telugu,Shiva Kandukuri,Megha Akash
Mr. Pregnant,18-08-2023,Telugu,Raja Ravindra,Roopa Koduvayur
Two Souls,21-04-2023,Telugu,Praveen,Mounika Reddy
Chakravyuham,02-06-2023,Telugu,Ajay,Gnaneswari Kandregula
Month of Madhu,06-10-2023,Telugu,Naveen Chandra,Swathi Reddy
Kranthi,03-03-2023,Telugu,Rakendu Mouli,Inaya Sultana
Kota Bommali PS,24-11-2023,Telugu,Srikanth,Varalaxmi Sarathkumar
Vinaro Bhagyamu Vishnu Katha,17-02-2023,Telugu,Kiran Abbavaram,Kashmira Pardesi
Tantiram,06-10-2023,Telugu,Avinash,Priyanka Sharma
Pop Corn,10-02-2023,Telugu,Sai Ronak,Avika Gor
Nagumome Chaalu Le,04-08-2023,Telugu,K. L. Damodar Prasad,Sindhuja Turlapati
Vidyarthi,29-04-2023,Telugu,Raghu Babu,Bunny Vox
Peddha Kapu - 1,27-09-2023,Telugu,Rao Ramesh,Pragati Srivastava
Suvarna Sundari,03-02-2023,Telugu,Sai Kumar,Jaya Prada
Asvins,23-06-2023,Telugu,Vasanth Ravi,Saras Menon
Bhaag Saale,07-07-2023,Telugu,Sri Simha,Neha Solanki
Samajavaragamana,28-06-2023,Telugu,Sree Vishnu,Reba Monica John
Butta Bomma,26-01-2023,Telugu,Surya Vasishta,Anikha Surendran
Maya Petika,30-06-2023,Telugu,Viraj Ashwin,Payal Rajput
Gammathu,15-09-2023,Telugu,Parvateesam,Swati Dixit
Asalu,13-04-2023,Telugu,Ravi Babu,Poorna
Premadesam,03-02-2023,Telugu,Thrigun,Megha Akash
Sathi Gani Rendu Ekaralu,26-05-2023,Telugu,Jagadeesh Bandari,Aneesha Dama
Maa Oori Polimera 2,02-11-2023,Telugu,Satyam Rajesh,Kamakshi Bhaskarla
Malli Pelli,26-05-2023,Telugu,Naresh,Pavitra Lokesh
Intinti Ramayanam,09-06-2023,Telugu,Rahul Ramakrishna,Navya Swamy
Hello.. Meera..!,21-04-2023,Telugu,,Gargeyi Yellapragada
Vimanam,09-06-2023,Telugu,Samuthirakani,Anasuya Bharadwaj
Anni Manchi Sakunamule,18-05-2023,Telugu,Santosh Shoban,Malavika Nair
Yaan Superstar,22-09-2023,Telugu,,
Mr. King,24-02-2023,Telugu,Tanikella Bharani,
O Kala,13-04-2023,Telugu,Ali Basha,Roshni Sahota
Unstoppable,09-06-2023,Telugu,Saptagiri,Nakshatra
Ustaad,12-08-2023,Telugu,Sri Simha,Kavya Kalyanram
Rangamarthanda,22-03-2023,Telugu,Prakash Raj,Ramya Krishnan
The Suicide Note,12-03-2023,Telugu,,
Ahimsa,02-06-2023,Telugu,Kamal Kamaraju,Geethika Tiwary
Changure Bangaruraja,15-09-2023,Telugu,Karthik Rathnam,Goldie Nissy
CSI Sanatan,10-03-2023,Telugu,Aadi Saikumar,Misha Narang
Bhuvanavijayam,12-05-2023,Telugu,Sunil Varma,Vasanthi Krishnan
Martin Luther King,27-10-2023,Telugu,Sampoornesh Babu,Saranya Pradeep
#MenToo,26-05-2023,Telugu,Naresh Agastya,Riya Suman
Music School,12-05-2023,Telugu,Sharman Joshi,Shriya Saran
Idi Bhimanjaneyudi Story,28-12-2023,Telugu,Vamsy,
Maama Mascheendra,06-10-2023,Telugu,Sudheer Babu,Eesha Rebba
Writer Padmabhushan,03-02-2023,Telugu,Suhas,Rohini
Prema Vimanam,13-10-2023,Telugu,Sangeeth Shobhan,Saanve Meghana
Nenu Student Sir!,02-06-2023,Telugu,Bellamkonda Ganesh,Avantika Dassani
Rules Ranjann,06-10-2023,Telugu,Kiran Abbavaram,Neha Shetty
Sridevi Shoban Babu,17-02-2023,Telugu,Santosh Shoban,Gouri G Kishan
Che,22-09-2023,Telugu,,
Maa Guruvu Bharathiraja Ki Jathakam Cheppadam Kuda Telusu,18-12-2023,Telugu,Vamsy,
The Great Indian Suicide,06-10-2023,Telugu,Ram Karthik,Hebah Patel
Dochevaarevarura,11-03-2023,Telugu,Pranava Chandra,Malavika Satheesan
Raa Raa... Penimiti,28-04-2023,Telugu,Tanikella Bharani,Nandita Swetha
Calling Sahasra,01-12-2023,Telugu,Sudigali Sudheer,Dollysha
THE HOPE,13-07-2023,Telugu,,
My Name Is Shruthi,17-11-2023,Telugu,Murali Sharma,Hansika Motwani
O Saathiya,07-07-2023,Telugu,Aryan Gowra,Mishti Chakravarty
Mem Famous,26-05-2023,Telugu,Muralidhar Goud,
Meet Cute,21-02-2023,Telugu,,
Mr. Kalyan,10-03-2023,Telugu,Maanyam Krishnaa,Archana Ravi
Atharva,01-12-2023,Telugu,Karthik Raj,Simran Choudhary
Alaa Ninnu Cheri,10-11-2023,Telugu,Dinesh Tej,Hebah Patel
Vidhi,03-11-2023,Telugu,Mahesh Achanta,Anandhi
Bitcoin,18-04-2023,Telugu,,
Kalyanam Kamaneeyam,14-01-2023,Telugu,Santosh Shoban,Priya Bhavani Shankar
Maataraani Mounamidhi,24-02-2023,Telugu,Suman Shetty,Archana Ananth
Mayagadu,15-02-2023,Telugu,Naveen Chandra,Pooja Jhaveri
Pareshan,02-06-2023,Telugu,Thiruveer Reddy,
The Trial,24-11-2023,Telugu,,Spandana Palli
Rudramambapuram,06-07-2023,Telugu,Ajay Ghosh,
Breathe,02-12-2023,Telugu,Vennela Kishore,Aishani Shetty
Valentines Night,26-01-2023,Telugu,Sunil Varma,
Dahanam,31-03-2023,Telugu,,
Paagal vs Kadhal,29-12-2023,Telugu,Brahmaji,
Mistake,04-08-2023,Telugu,Abhinav Sardar,Priya Paul
Cheddi Gang Tamasha,10-02-2023,Telugu,,
Madhurapudi Granam Ane Nenu,13-10-2023,Telugu,Bharani Shankar,
Krishna Ghattam,03-11-2023,Telugu,Chaitanya Krishna,
Prem Kumar,18-08-2023,Telugu,Santosh Shoban,Madhoo
Sindhooram,24-01-2023,Telugu,Siva Balaji,Brigida Saga
Ninnu Chere Tarunam,30-06-2023,Telugu,,
Grandhalayam,03-03-2023,Telugu,Vinnu Maddipati,Smrita Rani Borah
Suit,20-05-2023,Telugu,,
Sagiletikatha,13-10-2023,Telugu,Rajsekhar Aningi,
"Aavaalu, Jeelakarra, Chepala Pulusu",17-06-2023,Telugu,,Vidya Sivalenka
Geetasakshigaa,22-03-2023,Telugu,Aadarsh,Chitra Shukla
Mon Ampere,13-05-2023,Telugu,,
Annapurna Photo Studio,21-07-2023,Telugu,,
Plot,03-11-2023,Telugu,Vikas Muppala,Gayatri Gupta
Em Chesthunnav,25-08-2023,Telugu,,
Matti Katha,13-10-2023,Telugu,Dayanand Reddy,Maya
Ramanna Youth,15-09-2023,Telugu,Abhay Bethiganti,
Another,08-04-2023,Telugu,,
Okkade 1 (Venkanna on Duty),27-10-2023,Telugu,Tummalapalli Rama Satyanarayana,Madhumitha
Thathsama Thathbhava,15-09-2023,Telugu,Prajwal Devaraj,
Badmash Gallaki Bumper Offer,29-12-2023,Telugu,,
Saachi,03-03-2023,Telugu,Ashok Mulavirat,Sanjana Reddy
Batshit Crazy,01-01-2023,Telugu,,
Jorugaa Husharugaa,15-12-2023,Telugu,,
Narayana & Co,30-06-2023,Telugu,,
Richie Gadi Pelli,03-03-2023,Telugu,S. K. Sathya,Chandana Raj
Anveshi,17-11-2023,Telugu,,
Vote (Chala Viluvainadi),27-10-2023,Telugu,,
Upendra Gadi Adda,01-12-2023,Telugu,Muralidhar Goud,Sandhya Janak
Premisthe Chachedi Meme,15-08-2023,Telugu,,
Love You Ram,30-06-2023,Telugu,,
Raaj Kahani,24-03-2023,Telugu,,
Sound Party,24-11-2023,Telugu,,
Costly Korikalu,24-07-2023,Telugu,,
Mao Oori Cinema,12-10-2023,Telugu,,Priya Paul
Grey: The Spy Who Loved Me,26-05-2023,Telugu,,
The Scene: Take 2,06-01-2023,Telugu,Camp Sasi,
Mahishasurudu,09-06-2023,Telugu,,
Thika Maka Thanda,15-12-2023,Telugu,,
Vidhi: The Resolution,10-11-2023,Telugu,Aarush B,
Vidhi: The Revolution,28-04-2023,Telugu,Aarush B,
Sukhibhava,30-10-2023,Telugu,,
Rights,24-10-2023,Telugu,Camp Sasi,
Why is the sky so beautiful?,10-09-2023,Telugu,,
Rebels of Thupakula Gudem,03-03-2023,Telugu,,
72 Melakartha Ragas,14-12-2023,Telugu,Vamsy,
Breakout,11-04-2023,Telugu,,
A Journey to Kasi,06-01-2023,Telugu,,
Currency Nagar,29-12-2023,Telugu,Nellore Sudharshan,
"Life, and Nothing More...",11-09-2023,Telugu,,
Agent Viper,08-04-2023,Telugu,,
Dead Line,24-02-2023,Telugu,,
Rama Krishna,15-04-2023,Telugu,Anudeep Venigalla,
Lingoccha,27-10-2023,Telugu,,
2040,02-10-2023,Telugu,,
Ram-Calm,08-04-2023,Telugu,,
Chitrame Idhi Chitrame...,10-03-2023,Telugu,,
SAHADEVA,01-09-2023,Telugu,,
Devara : Part 1,26-09-2024,Telugu,N.T. Rama Rao Jr.,Shruti Marathe
Pushpa 2 - The Rule,04-12-2024,Telugu,Allu Arjun,Rashmika Mandanna
Lucky Baskhar,30-10-2024,Telugu,Dulquer Salmaan,Meenakshi Chaudhary
Kalki 2898-AD,26-06-2024,Telugu,Amitabh Bachchan,Deepika Padukone
RRR: Behind & Beyond,20-12-2024,Telugu,S. S. Rajamouli,Alia Bhatt
Mr Bachchan,15-08-2024,Telugu,Ravi Teja,Bhagyashri Borse
