Title,Release Date,Language,Vote Average,Popularity
Rangrezz,21-03-2013,Hindi,4.9,0.1032
Love in Bombay,02-08-2013,Hindi,0,0.1172
Kirchiyaan,30-01-2013,Hindi,8,0.097
Paapi - Ek Satya Katha,11-10-2013,Hindi,0,0.0923
Sona Spa,22-03-2013,Hindi,2.7,0.1007
Shorts,12-07-2013,Hindi,6,0.1532
Aashiqui Not Allowed,05-10-2013,Hindi,0,0.1035
Geek Out,03-06-2013,Hindi,10,0.1292
From Gulf to Gulf to Gulf,12-10-2013,Hindi,5.7,0.1185
John Day,05-09-2013,Hindi,5.3,0.0863
Lakeer Ka Fakeer,14-06-2013,Hindi,8,0.1388
Gullu Dada 4,27-12-2013,Hindi,4,0.0934
Raqt: A Psycho Thriller,27-09-2013,Hindi,8,0.1012
Neighbours: Part 1,11-02-2013,Hindi,0,0.0955
Mumbai Mirror,18-01-2013,Hindi,7,0.1421
Kajri,15-03-2013,Hindi,2,0.0843
Tara: The Journey of Love and Passion,12-07-2013,Hindi,6,0.07
Wild Berries,22-10-2013,Hindi,8,0.079
Kush,06-09-2013,Hindi,5.2,0.0854
Dehraadun Diary,04-01-2013,Hindi,5,0.1154
Boyss Toh Boyss Hain,12-07-2013,Hindi,0,0.0629
Woh,01-08-2013,Hindi,0,0.0404
Aakhri Deal,15-03-2013,Hindi,0,0.0661
When Hari Got Married,16-03-2013,Hindi,6,0.0511
Oonga,01-01-2013,Hindi,0,0.0389
The Dirty Dancer,27-09-2013,Hindi,0,0.0495
Wake Up India,23-10-2013,Hindi,0,0.0454
Inki Toh Aisi Ki Thaisi,16-08-2013,Hindi,3,0.0721
A New Love Ishtory,01-01-2013,Hindi,6,0.0445
Chhota Bheem: Junglee Kabeela,09-06-2013,Hindi,10,0.0505
The Station,11-04-2013,Hindi,0,0.0379
Calapor,02-08-2013,Hindi,0,0.0404
The Dirty Relation,14-06-2013,Hindi,0,0.0363
A Journey of Samyak Buddha,02-08-2013,Hindi,7,0.0379
Roll No. 21 Space Mein Dhoom Dhadaka,20-10-2013,Hindi,0,0.062
Shootout at Wadala,03-05-2013,Hindi,5.4,0.0297
Himmatwala,29-03-2013,Hindi,3,0.0287
The Seventh Walk,12-07-2013,Hindi,6.8,0.0214
Blood Friday,23-09-2013,Hindi,0,0.0214
The World of Goopi and Bagha,10-09-2013,Hindi,9,0.0214
Ek Tha Sardaar,01-01-2013,Hindi,0,0.0286
Bablu - The Naughty Genie,01-01-2013,Hindi,0,0.0286
Aurangzeb,17-05-2013,Hindi,6.3,0.0243
Huff! It's Too Much,25-10-2013,Hindi,0,0.0214
Zara Sambhal Ke,19-07-2013,Hindi,0,0.0214
Chai,03-06-2013,Hindi,0,0.0286
Oye Teri,10-07-2013,Hindi,0,0.0143
Through the Dark Mine,18-11-2013,Hindi,0,0.0143
Pyaar Mein Aisa Hota Hai,13-01-2013,Hindi,0,0.0143
Rani Banal Jwala,01-01-2013,Hindi,0,0.0071
Distance,01-01-2013,Hindi,0,0.0071
PR: Public Relations,14-07-2013,Hindi,0,0
Last Chance,01-07-2013,Hindi,0,0
PK,18-12-2014,Hindi,7.7,2.6132
Kick,25-07-2014,Hindi,5.7,1.7565
Haider,02-10-2014,Hindi,7.2,1.8073
Happy New Year,24-10-2014,Hindi,6.1,1.8284
Jai Ho,24-01-2014,Hindi,5,1.3484
Yaariyan,10-01-2014,Hindi,3.2,1.33
Main Tera Hero,04-04-2014,Hindi,5.556,1.0414
Bang Bang!,02-10-2014,Hindi,6.2,1.1378
Hate Story 2,18-07-2014,Hindi,4.5,0.8577
Queen,07-03-2014,Hindi,7.3,0.8197
Kill Dil,13-11-2014,Hindi,5.2,0.6123
2 States,17-04-2014,Hindi,6.5,0.6701
Ek Villain,27-06-2014,Hindi,6.5,0.8365
Mary Kom,05-09-2014,Hindi,7.1,0.7593
Singham Returns,15-08-2014,Hindi,6.1,0.7053
Bhoothnath Returns,11-04-2014,Hindi,6.3,0.5957
Action Jackson,05-12-2014,Hindi,4.2,0.6487
Mardaani,22-08-2014,Hindi,6.6,0.8123
Highway,13-02-2014,Hindi,7.2,0.5421
Khoobsurat,19-09-2014,Hindi,6.6,0.5902
Gunday,14-02-2014,Hindi,5,0.7145
Tigers,08-11-2014,Hindi,7.2,0.5938
Bewakoofiyaan,13-03-2014,Hindi,5.6,0.6644
Rang Rasiya,07-11-2014,Hindi,6.2,0.4888
It's Entertainment,08-08-2014,Hindi,4.7,0.6378
Humpty Sharma Ki Dulhania,11-07-2014,Hindi,6.3,0.4967
Hasee Toh Phasee,07-02-2014,Hindi,6.5,0.6201
Zid,28-11-2014,Hindi,4.4,0.5981
Heropanti,23-05-2014,Hindi,5.731,0.5078
Ankhon Dekhi,21-03-2014,Hindi,6.9,0.5554
Holiday,06-06-2014,Hindi,6.2,0.5394
Children of War,18-05-2014,Hindi,4.7,0.3311
Mumbai Delhi Mumbai,05-12-2014,Hindi,6.3,1.6745
Motu Patlu: Kung Fu Kings,23-10-2014,Hindi,5.7,0.4799
Creature 3D,12-09-2014,Hindi,3.5,0.4238
Hawaa Hawaai,09-05-2014,Hindi,7.3,0.3599
Ragini MMS 2,21-03-2014,Hindi,4.1,0.4246
Mighty Raju Rio Calling,16-05-2014,Hindi,1,0.3932
Daawat-e-Ishq,05-09-2014,Hindi,6.8,0.5304
Dedh Ishqiya,10-01-2014,Hindi,6.6,0.4081
Kaanchi,25-04-2014,Hindi,5.2,0.3901
Kaafiron Ki Namaaz,03-05-2014,Hindi,4.8,0.3161
Adhe Adhure,06-04-2014,Hindi,0,0.3409
Miss Lovely,17-01-2014,Hindi,6.2,0.4862
Motu Patlu: Deep Sea Adventure,19-05-2014,Hindi,0,0.3076
Humshakals,20-06-2014,Hindi,3.1,0.3296
Mastram,09-05-2014,Hindi,3.7,0.3909
Ungli,28-11-2014,Hindi,5.6,0.3578
Purani Jeans,02-05-2014,Hindi,4.8,0.3733
Total Siyapaa,07-03-2014,Hindi,4.4,0.262
One by Two,31-01-2014,Hindi,4.5,0.3444
Journey,31-12-2014,Hindi,6,0.441
Bobby Jasoos,04-07-2014,Hindi,5.5,0.3242
Happy Ending,21-11-2014,Hindi,5.4,0.4964
The Xposé,16-05-2014,Hindi,4.8,0.3988
Mumbai 125 KM,17-10-2014,Hindi,4,0.41
Ya Rab,07-02-2014,Hindi,4,0.1983
Samrat & Co.,25-04-2014,Hindi,5,0.28
Subah Subah,08-06-2014,Hindi,0,0.3135
O Teri,28-03-2014,Hindi,2.2,0.3357
Fireflies,31-10-2014,Hindi,7,0.2546
Gulaab Gang,07-03-2014,Hindi,6.2,0.2606
Raja Natwarlal,29-08-2014,Hindi,6.3,0.3178
Shaadi Ke Side Effects,28-02-2014,Hindi,5.3,0.2657
Filmistaan,06-06-2014,Hindi,6.6,0.1967
Dekh Tamasha Dekh,18-04-2014,Hindi,6.8,0.1824
Youngistaan,28-03-2014,Hindi,5.3,0.3203
Kahin Hai Mera Pyar,01-05-2014,Hindi,0,0.312
Super Nani,31-10-2014,Hindi,7.2,0.2113
Zed Plus,28-11-2014,Hindi,7.3,0.2131
Babloo Happy Hai,07-02-2014,Hindi,5.5,0.3163
Machhli Jal Ki Rani Hai,13-06-2014,Hindi,4.5,0.2318
Heartless,07-02-2014,Hindi,5.1,0.2105
Makhmal,18-07-2014,Hindi,0,0.1568
Siddhant,08-05-2014,Hindi,7,0.2257
Dishkiyaoon,28-03-2014,Hindi,3.7,0.282
City Lights,30-05-2014,Hindi,7.1,0.2834
Chal Bhaag,13-06-2014,Hindi,4,0.1628
Revolver Rani,25-04-2014,Hindi,3.7,0.2406
Titoo MBA,21-11-2014,Hindi,5.2,0.1574
Nirahua Hindustani,26-06-2014,Hindi,0,0.2243
Ekkees Toppon Ki Salaami,10-10-2014,Hindi,5,0.242
Karar: The Deal,24-01-2014,Hindi,0,0.1926
Gang of Ghosts,21-03-2014,Hindi,4,0.2348
Mr Joe B. Carvalho,03-01-2014,Hindi,3.1,0.2
Pizza,18-07-2014,Hindi,4.4,0.1559
Lucky Kabootar,18-04-2014,Hindi,0,0.1948
Gollu Aur Pappu,21-11-2014,Hindi,4.7,0.1543
Control Bhaji Control,22-08-2014,Hindi,0,0.1808
Karle Pyaar Karle,17-01-2014,Hindi,0,0.1482
Manjunath,09-05-2014,Hindi,7,0.1672
Lekar Hum Deewana Dil,04-07-2014,Hindi,7.3,0.2494
Darr @ the Mall,21-02-2014,Hindi,3.8,0.2653
Roar,31-10-2014,Hindi,5.2,0.2128
Station,28-03-2014,Hindi,0,0.1722
Sulemani Keeda,30-09-2014,Hindi,6.9,0.1168
Kali-Katha: The Prologue to Ugly,23-12-2014,Hindi,0,0.1788
18.11 - A Code of Secrecy,13-06-2014,Hindi,0,0.2531
Money Back Guarantee,21-11-2014,Hindi,0,0.146
Tamanchey,10-10-2014,Hindi,3.5,0.1568
Stepney,14-11-2014,Hindi,5,0.1137
Koyelaanchal,09-05-2014,Hindi,6.9,0.1301
3 A.M,26-09-2014,Hindi,3.8,0.0977
Fugly,13-06-2014,Hindi,5.2,0.1701
Desi Kattey,26-09-2014,Hindi,6,1.999
3 AM - A Paranormal Experience,26-09-2014,Hindi,4,0.1297
The Shaukeens,07-11-2014,Hindi,4.5,0.1575
Balwinder Singh Famous Ho Gaya,30-09-2014,Hindi,2,0.1318
Kya Dilli Kya Lahore,02-05-2014,Hindi,7.5,0.1339
Sonali Cable,17-10-2014,Hindi,5.2,0.1635
Mad About Dance,22-08-2014,Hindi,4.5,1.8224
Khota Sikka Jaat Ke Thaath,07-05-2014,Hindi,0,0.1715
Vimana,21-07-2014,Hindi,0,0.1113
Sultanat,29-07-2014,Hindi,8.8,0.081
Spark,10-10-2014,Hindi,0,0.1534
BLOUSE,07-05-2014,Hindi,0,0.1257
Meinu Ek Ladki Chaahiye,26-09-2014,Hindi,3,0.1096
Kabab Mein Haddi,24-10-2014,Hindi,0,0.0545
Kolkata Junction,21-09-2014,Hindi,0,0.1005
Riyasat,18-07-2014,Hindi,0,0.2324
Haircut,02-01-2014,Hindi,6,0.0655
Trip to Bhangarh,22-04-2014,Hindi,3.2,0.0628
LUV... Phir Kabhi,12-12-2014,Hindi,0,0.0772
Main Aur Mr. Riight,12-12-2014,Hindi,4.7,0.08
The Lost Behrupiya,02-05-2014,Hindi,0,0.085
Amit Sahni Ki List,18-07-2014,Hindi,6,0.2297
Bombay Talkies,08-08-2014,Hindi,0,0.0822
Mehrooni,07-09-2014,Hindi,8,0.0755
Munna Mange Memsaab,11-07-2014,Hindi,0,0.0957
Window Seat in Rajdhani Express,15-02-2014,Hindi,0,0.0655
Khoon Bhari Maang,29-08-2014,Hindi,0,0.0669
Khwaabb,09-05-2014,Hindi,7,0.0607
Tum Ho Yaara,06-06-2014,Hindi,2,0.0544
Secrets of Sex Chapter 3,14-11-2014,Hindi,2.5,0.0474
Bombay Mirror,17-04-2014,Hindi,0,0.0714
Best Girlfriend,01-01-2014,Hindi,10,0.0535
Ghatothkach 2,01-07-2014,Hindi,0,0.0596
Chaarfutiya Chhokare,26-09-2014,Hindi,0,0.0641
Chooran Goli,01-01-2014,Hindi,0,0.0338
The Morning Sunlight,26-12-2014,Hindi,0,0.0404
Chasni-The Sugar Syrup,31-01-2014,Hindi,4,0.0256
6-5=2,14-11-2014,Hindi,3.3,0.0434
The Gift,14-11-2014,Hindi,0,0.0286
Flame,25-12-2014,Hindi,6,0.0286
Kabhi Yun Bhi Toh Ho,21-03-2014,Hindi,4,0.0286
Bazaar E Husn,18-07-2014,Hindi,0,0.0387
Yeh Hai Bakrapur,09-05-2014,Hindi,3.5,0.051
The Riddle,05-03-2014,Hindi,0,0.0143
City of Dreams,17-10-2014,Hindi,0,0.0214
"Fly, Bird",01-02-2014,Hindi,0,0.0214
Wallas on Velos,25-06-2014,Hindi,0,0.0214
The Honour Keeper,10-02-2014,Hindi,0,0.056
Ballad of Rustom,25-12-2014,Hindi,0,0.0478
Mahari Supatar Beendani,21-11-2014,Hindi,0,0.0261
CD Kand,08-11-2014,Hindi,1.5,0.0143
After The Third Bell,04-04-2014,Hindi,0,0.0143
Makkhi,13-04-2014,Hindi,0,0.0362
Goonga Pehelwan,06-06-2014,Hindi,0,0.0143
Maryade Mahalu,01-01-2014,Hindi,0,0.0143
Cock-Tale,01-01-2014,Hindi,0,0.0071
Aaj Ka Fashion Trend,05-11-2014,Hindi,0,0.0071
Leela in Kheriya,01-01-2014,Hindi,0,0.0071
Just Two Steps Away,31-07-2014,Hindi,0,0
Bajrangi Bhaijaan,17-07-2015,Hindi,7.783,2.4872
Dil Dhadakne Do,04-06-2015,Hindi,6.8,1.5192
Bajirao Mastani,18-12-2015,Hindi,7.3,1.5755
Drishyam,30-07-2015,Hindi,7.7,1.3127
Gabbar Is Back,01-05-2015,Hindi,6.9,1.293
Tamasha,27-11-2015,Hindi,6.8,1.1166
Dilwale,18-12-2015,Hindi,6.6,1.4413
Dum Laga Ke Haisha,27-02-2015,Hindi,7.2,0.8247
Baby,23-01-2015,Hindi,6.8,1.2071
Hate Story 3,04-12-2015,Hindi,4.9,1.0819
Talvar,02-10-2015,Hindi,7.4,1.0153
Detective Byomkesh Bakshy!,02-04-2015,Hindi,6.7,0.7015
Margarita with a Straw,17-04-2015,Hindi,6.9,0.9615
Masaan,24-07-2015,Hindi,7,1.0782
Parched,14-11-2015,Hindi,7.4,0.743
Hunterrr,20-03-2015,Hindi,6.3,0.7223
Brothers,14-08-2015,Hindi,6.4,0.709
Piku,08-05-2015,Hindi,7,0.9977
Barkhaa,27-03-2015,Hindi,4.6,2.1889
ABCD 2,19-06-2015,Hindi,5.5,0.8156
Hamari Adhuri Kahani,12-06-2015,Hindi,6.2,0.705
Prem Ratan Dhan Payo,11-11-2015,Hindi,5.4,0.8175
Alone,16-01-2015,Hindi,4.8,0.7266
Shamitabh,06-02-2015,Hindi,6.2,0.6039
Manjhi: The Mountain Man,21-08-2015,Hindi,7.4,0.7134
Umrika,29-07-2015,Hindi,6,0.4052
Tanu Weds Manu: Returns,22-05-2015,Hindi,6.9,0.7288
Singh Is Bliing,02-10-2015,Hindi,5.4,0.4737
Yaara Silly Silly,06-11-2015,Hindi,3.5,2.6241
Welcome Back,04-09-2015,Hindi,5,0.5954
Hero,11-09-2015,Hindi,6.018,2.7082
Haraamkhor,02-11-2015,Hindi,5.7,0.497
Dharam Sankat Mein,10-04-2015,Hindi,6.5,0.5898
Angry Indian Goddesses,04-12-2015,Hindi,6.9,0.5647
Out of a Jam,18-10-2015,Hindi,1,0.2622
Hey Bro,06-03-2015,Hindi,3.5,0.4516
Calendar Girls,25-09-2015,Hindi,5,0.5914
Badlapur,20-02-2015,Hindi,6.9,0.6433
Bhaag Johnny,25-09-2015,Hindi,5.5,0.288
Nayantara's Necklace,15-10-2015,Hindi,5.8,0.2546
Hawaizaada,29-01-2015,Hindi,5.5,0.3657
Pyaar Ka Punchnama 2,16-10-2015,Hindi,6.5,0.3851
Phantom,28-08-2015,Hindi,5.7,0.4294
Roy,11-02-2015,Hindi,4.8,0.3188
Room: The Mystery,13-03-2015,Hindi,3.5,0.2763
Shaandaar,22-10-2015,Hindi,4.3,0.6977
Ek Paheli Leela,10-04-2015,Hindi,4.4,0.3511
All Is Well,21-08-2015,Hindi,5.6,0.3998
Chooriyan,19-06-2015,Hindi,0,0.3423
My Genie Uncle,05-06-2015,Hindi,0,0.2292
Bangistan,07-08-2015,Hindi,5.9,0.3449
Kis Kisko Pyaar Karoon,25-09-2015,Hindi,5.8,0.3475
Wedding Pullav,16-10-2015,Hindi,3,0.3224
NH10,12-03-2015,Hindi,6.8,0.3872
Meeruthiya Gangsters,18-09-2015,Hindi,4,0.2512
Mr. X,17-04-2015,Hindi,5.2,0.4376
Khamoshiyan,30-01-2015,Hindi,4.6,0.4642
The Threshold,20-02-2015,Hindi,9,0.3653
Sharafat Gayi Tel Lene,16-01-2015,Hindi,2.7,0.1896
Dhanak,02-02-2015,Hindi,7.4,0.3382
Tevar,09-01-2015,Hindi,5.1,0.3679
Gour Hari Dastaan,14-08-2015,Hindi,8,0.1756
Guddu Rangeela,03-07-2015,Hindi,4.6,0.2269
Motu Patlu: Khazaane Ki Race,26-01-2015,Hindi,0,0.2384
Kuch Kuch Locha Hai,08-05-2015,Hindi,4.3,0.233
Rahasya,30-01-2015,Hindi,7.1,0.3077
Miss Tanakpur Haazir Ho,26-06-2015,Hindi,6,0.2408
Ranbanka,06-11-2015,Hindi,8,0.2033
Time Out,25-09-2015,Hindi,5.9,0.1884
Bezubaan Ishq,03-07-2015,Hindi,0,0.3018
Main Aur Charles,30-10-2015,Hindi,4.6,0.2689
Welcome 2 Karachi,28-05-2015,Hindi,3.7,0.2447
Bombay Velvet,15-05-2015,Hindi,5.5,0.2499
Dolly Ki Doli,23-01-2015,Hindi,5.2,0.2755
Kaagaz Ke Fools,24-04-2015,Hindi,3,0.2282
Monsoon,20-02-2015,Hindi,7,0.2109
Ab Tak Chhappan 2,27-02-2015,Hindi,5.4,0.1753
RX Suri,04-09-2015,Hindi,0,0.1905
The Angrez 2,15-05-2015,Hindi,5.8,0.162
Guddu Ki Gun,30-10-2015,Hindi,5.4,0.2292
Titli,06-05-2015,Hindi,6.8,0.2952
I Love NY,10-07-2015,Hindi,4.5,0.1858
Once Upon a Time in Bihar,30-10-2015,Hindi,0,0.2117
Yahaan Sabki Lagi Hai,27-03-2015,Hindi,6,0.1301
Dirty Politics,06-03-2015,Hindi,2.8,0.2605
Katti Batti,18-09-2015,Hindi,5.4,0.1584
Chimes,14-08-2015,Hindi,5,0.1244
Kajarya,04-12-2015,Hindi,6.8,0.1713
Ishqedarriyaan,29-05-2015,Hindi,5,0.1713
Chal Guru Ho Ja Shuru,30-01-2015,Hindi,10,0.1047
Jazbaa,09-10-2015,Hindi,6.9,0.2627
The Factory,01-06-2015,Hindi,0,0.177
Chor Bazaari,29-05-2015,Hindi,0,0.1272
Uvaa,26-06-2015,Hindi,0,0.1562
Chehere: A Modern Day Classic,28-08-2015,Hindi,7,0.148
Saari Raat,25-07-2015,Hindi,8.7,0.4882
Aisa Yeh Jahaan,24-07-2015,Hindi,7,0.1654
Crazy Cukkad Family,15-01-2015,Hindi,0,0.1048
Island City,08-09-2015,Hindi,8,0.1614
Kaun Kitney Paani Mein,28-08-2015,Hindi,5.7,0.1661
Rajwade and Sons,16-10-2015,Hindi,6.5,0.0962
Plot No. 666,17-11-2015,Hindi,0,0.1542
Bunny,13-02-2015,Hindi,0,0.1128
Ganvesh,16-11-2015,Hindi,0,0.1088
How Is Wow,25-09-2015,Hindi,4,0.0881
Lateef,05-06-2015,Hindi,8,0.1293
Bal Ganesh 3,21-01-2015,Hindi,7.5,0.0938
Thoda Lutf Thoda Ishq,10-07-2015,Hindi,5,0.0994
Dunno Y 2... Life Is a Moment,18-09-2015,Hindi,4,0.1015
Badmashiyaan,06-03-2015,Hindi,5,0.1564
Second Hand Husband,03-07-2015,Hindi,3,0.0997
Hum Tum Dushman Dushman,06-02-2015,Hindi,6,0.0726
Luckhnowi Ishq,03-04-2015,Hindi,7,0.1391
From Patna to Pakistan,01-01-2015,Hindi,0,0.0966
Dilliwaali Zaalim Girlfriend,20-03-2015,Hindi,6,0.1478
Pocket Gangsters,03-01-2015,Hindi,6,0.1058
MSG: The Messenger of God,16-01-2015,Hindi,5,0.0862
Mrs. Scooter,20-12-2015,Hindi,1,0.0793
Coffee Bloom,06-03-2015,Hindi,0,0.1356
The Perfect Girl,11-09-2015,Hindi,6,0.1368
Four Pillars of Basement,30-10-2015,Hindi,10,0.0848
Bumper Draw,16-10-2015,Hindi,7,0.0784
Cities of Sleep,01-11-2015,Hindi,0,0.0588
Ishq Sarfira,27-11-2015,Hindi,0,0.0764
Love Exchange,30-10-2015,Hindi,0,0.0938
Carry on Maratha,24-07-2015,Hindi,0,0.0671
Gurudakshina,19-03-2015,Hindi,4,0.0847
Kaash,24-08-2015,Hindi,0,0.0661
I Am Yet to See Delhi,09-10-2015,Hindi,0,0.0837
Ishq Ke Parindey,24-04-2015,Hindi,0,0.126
The Homecoming,31-10-2015,Hindi,0,0.0496
Zara Si Bhool A Small Mistake,22-05-2015,Hindi,0,0.0673
International Hero,20-03-2015,Hindi,0,0.0625
Barefoot to Goa,10-04-2015,Hindi,5,0.0645
Gangs of Hyderabad,18-09-2015,Hindi,5,0.0517
Madmast Barkhaa,03-07-2015,Hindi,2,0.063
Chitrashala: House of Paintings,06-02-2015,Hindi,0,0.0496
Gauraiya,28-08-2015,Hindi,7,0.0769
MSG 2 The Messenger,18-09-2015,Hindi,3.2,0.0614
Nirahua Rickshawala 2,19-05-2015,Hindi,0,0.0742
The Last Girl I Teased,05-09-2015,Hindi,0,0.0416
Awakenings,29-06-2015,Hindi,7,0.0412
Cheers,10-05-2015,Hindi,10,0.053
El’ayichi,14-02-2015,Hindi,7.5,0.0432
Jai Hind,12-08-2015,Hindi,0,0.0718
NH-8 Road to Nidhivan,17-04-2015,Hindi,3.8,0.0281
Adhir Bhat and Bobby Nagra's Some Times,22-03-2015,Hindi,0,0.0377
Jai Jawaan Jai Kisaan,06-02-2015,Hindi,0,0.042
Agli baar,01-01-2015,Hindi,0,0.0429
Paisa Ho Paisa,03-03-2015,Hindi,0,0.0404
Chaar Cutting,29-05-2015,Hindi,0,0.11
Main hoon hero no 1,01-05-2015,Hindi,0,0.0261
Dhuntaaraa,11-01-2015,Hindi,0,0.0453
Dream Mall,26-06-2015,Hindi,0,0.0357
Ravi,08-01-2015,Hindi,0,0.0286
Jee Chahta hai,13-02-2015,Hindi,0,0.0168
The Wedding Saree,25-04-2015,Hindi,0,0.0256
Koi Aae Na..,10-02-2015,Hindi,0,0.0214
Prithipal Singh...a Story,30-10-2015,Hindi,0,0.0143
Rasan Piya,09-10-2015,Hindi,7,0.0143
Karlo Timepass Yaar,06-11-2015,Hindi,0,0.0143
Beyond The Third Kind,20-02-2015,Hindi,0,0.0143
Motu Patlu Kung Fu Kings Returns,14-06-2015,Hindi,0,0.0362
Wind Castle,12-05-2015,Hindi,0,0.0143
Yash Raaj aur Film!,11-12-2015,Hindi,6,0.0168
Even Red Can Be Sad,01-11-2015,Hindi,10,0.0143
Sorry Daddy,11-09-2015,Hindi,0,0.0071
In Praise of that Angel Face,01-01-2015,Hindi,0,0
Dangal,21-12-2016,Hindi,7.887,3.7683
Sultan,06-07-2016,Hindi,6.878,2.8718
Mohenjo Daro,11-08-2016,Hindi,6.2,1.4575
Baaghi,29-04-2016,Hindi,6.4,1.9898
Sanam Teri Kasam,05-02-2016,Hindi,7.8,1.5478
Ae Dil Hai Mushkil,27-10-2016,Hindi,6.4,1.263
Dear Zindagi,23-11-2016,Hindi,7,1.1902
Neerja,19-02-2016,Hindi,7.3,0.8082
M.S. Dhoni: The Untold Story,30-09-2016,Hindi,7.2,0.8451
Force 2,18-11-2016,Hindi,6.7,0.7658
Housefull 3,03-06-2016,Hindi,5.085,0.7517
Ki & Ka,01-04-2016,Hindi,5.5,0.6086
Udta Punjab,17-06-2016,Hindi,7.2,2.6776
Dishoom,29-07-2016,Hindi,5.4,0.8965
Fan,14-04-2016,Hindi,6.3,0.6536
Raman Raghav 2.0,24-06-2016,Hindi,7,0.7643
Kahaani 2,01-12-2016,Hindi,6.6,0.5495
Rustom,12-08-2016,Hindi,6.7,0.6653
Mirzya,07-10-2016,Hindi,6.2,0.4457
Befikre,09-12-2016,Hindi,5.2,0.5932
Wazir,07-01-2016,Hindi,6.687,0.5784
Kapoor & Sons,18-03-2016,Hindi,7,0.6534
Sanam Re,12-02-2016,Hindi,6,0.6848
The Jungle Book: The Legend of the Giant Claw,29-03-2016,Hindi,0,0.7324
Shivaay,28-10-2016,Hindi,5.8,0.5522
Madaari,10-06-2016,Hindi,7.3,0.4529
One Night Stand,06-05-2016,Hindi,4.3,0.4976
Te3n,10-06-2016,Hindi,6.9,0.5659
Airlift,22-01-2016,Hindi,7.1,0.6106
Pink,16-09-2016,Hindi,7.4,0.7464
Fitoor,12-02-2016,Hindi,5.6,0.932
The Turn,01-01-2016,Hindi,0,0.4439
Veerappan,27-05-2016,Hindi,5.9,0.3469
Baar Baar Dekho,09-09-2016,Hindi,5.8,0.4877
Wajah Tum Ho,16-12-2016,Hindi,5.3,0.4776
Moh Maya Money,25-11-2016,Hindi,5,0.4033
Great Grand Masti,15-07-2016,Hindi,3.9,0.4453
Love Games,08-04-2016,Hindi,4.9,0.3268
Waiting,27-05-2016,Hindi,7.1,0.4045
Nil Battey Sannata,22-04-2016,Hindi,7.2,0.4079
Ishq Junoon,11-11-2016,Hindi,0,0.4611
Loev,12-05-2016,Hindi,5.3,0.4532
Hotel Salvation,02-09-2016,Hindi,6.8,0.4186
A Flying Jatt,25-08-2016,Hindi,3.1,0.5287
Traffic,06-05-2016,Hindi,6.6,0.4564
Rocky Handsome,25-03-2016,Hindi,6.3,0.4466
Banjo,23-09-2016,Hindi,4.6,0.6173
Azhar,13-05-2016,Hindi,5.7,0.3955
Do Lafzon Ki Kahani,10-06-2016,Hindi,6.6,0.3857
Rock On 2,11-11-2016,Hindi,4.5,0.3258
1920 London,06-05-2016,Hindi,4.2,0.437
Ameena,25-11-2016,Hindi,0,0.2698
Happy Bhag Jayegi,19-08-2016,Hindi,6.2,0.2957
Akira,01-09-2016,Hindi,5.6,0.46
Dark Chocolate,02-09-2016,Hindi,4.8,0.2402
Ghayal Once Again,05-02-2016,Hindi,5.9,0.319
Bhouri,17-06-2016,Hindi,7.4,0.3088
Chalk N Duster,15-01-2016,Hindi,7.2,0.3147
Phobia,27-05-2016,Hindi,6.9,0.5595
Dear Dad,06-05-2016,Hindi,7.2,0.3865
Raaz Reboot,17-06-2016,Hindi,4,0.261
Leeches,09-04-2016,Hindi,6,0.278
Kyaa Kool Hain Hum 3,22-01-2016,Hindi,2.8,0.2525
Wah Taj,23-09-2016,Hindi,8.5,0.3236
Land of the Gods,10-09-2016,Hindi,5.2,0.25
The Violin Player,26-09-2016,Hindi,5.4,0.1917
Chauranga,08-01-2016,Hindi,6.3,0.2237
Motu Patlu: King of Kings,14-10-2016,Hindi,9,2.2025
Sarbjit,20-05-2016,Hindi,7.6,0.3939
Tum Bin 2,18-11-2016,Hindi,7,0.4095
Beiimaan Love,05-08-2016,Hindi,2.6,0.2647
Aligarh,26-02-2016,Hindi,6.9,0.2353
Warrior Savitri,22-07-2016,Hindi,2.5,0.2726
Freaky Ali,09-09-2016,Hindi,5.5,0.2915
Junooniyat,24-06-2016,Hindi,4.4,0.302
Santa Banta Pvt Ltd,22-04-2016,Hindi,3.8,2.1353
Fever,05-08-2016,Hindi,3,2.1242
Satyavati: And We Call This Love,18-05-2016,Hindi,3.8,0.4439
Yea Toh Two Much Ho Gayaa,02-09-2016,Hindi,5.5,0.1756
Taandav,02-05-2016,Hindi,8,0.2061
Global Baba,11-03-2016,Hindi,3.7,0.1736
31st October,21-10-2016,Hindi,7,0.501
MSG the Warrior: Lion Heart,07-10-2016,Hindi,6.5,0.2944
Budhia Singh: Born to Run,05-08-2016,Hindi,6.1,1.4226
Saat Uchakkey,14-10-2016,Hindi,4.8,0.1954
Teraa Surroor,11-03-2016,Hindi,6.2,0.2059
Laal Rang,22-04-2016,Hindi,5.8,0.2671
The Legend of Michael Mishra,05-08-2016,Hindi,6.8,0.2204
Anna,14-10-2016,Hindi,5,0.1504
The Virgins,30-05-2016,Hindi,0,0.1711
Gandhigiri,14-10-2016,Hindi,9,0.1425
The Blueberry Hunt,08-04-2016,Hindi,7,0.1913
Fuddu,14-10-2016,Hindi,5.5,0.2662
Amateurs,06-04-2016,Hindi,0,0.2066
Mastizaade,29-01-2016,Hindi,2.9,0.1549
